"Date","Price","Open","High","Low","Vol.","Change %"
"12/02/2015","190.72","190.94","191.01","189.24","752.68K","0.04%"
"12/01/2015","190.64","187.84","191.09","187.84","961.95K","1.57%"
"11/30/2015","187.69","186.95","189.02","186.28","818.55K","1.12%"
"11/29/2015","185.62","186.51","186.88","182.44","747.18K","0.00%"
"11/26/2015","185.62","185.62","186.58","184.44","569.49K","0.64%"
"11/25/2015","184.44","184.44","185.40","183.33","585.28K","0.44%"
"11/24/2015","183.63","183.63","183.92","182.66","274.48K","0.00%"
"11/23/2015","183.63","183.48","184.29","182.52","713.78K","0.37%"
"11/22/2015","182.96","183.92","183.77","182.81","358.24K","-0.40%"
"11/19/2015","183.70","183.92","184.22","183.26","309.31K","-0.12%"
"11/18/2015","183.92","183.92","184.44","183.18","336.42K","0.04%"
"11/17/2015","183.85","184.66","184.66","182.52","451.15K","0.00%"
"11/16/2015","183.85","184.66","184.66","182.96","554.79K","-0.08%"
"11/15/2015","183.99","183.92","184.66","183.18","267.59K","-0.12%"
"11/12/2015","184.22","183.26","185.03","183.26","455.95K","-0.24%"
"11/11/2015","184.66","185.77","186.14","184.29","402.00K","-0.52%"
"11/10/2015","185.62","185.40","186.36","184.66","598.79K","0.00%"
"11/09/2015","185.62","183.33","186.14","182.52","703.30K","1.25%"
"11/08/2015","183.33","183.63","185.10","183.26","267.94K","-0.80%"
"11/05/2015","184.81","182.96","185.32","182.96","600.59K","0.72%"
"11/04/2015","183.48","184.29","184.29","181.85","325.93K","-0.08%"
"11/03/2015","183.63","182.81","185.03","182.37","1.14M","0.61%"
"11/02/2015","182.52","180.97","182.66","179.41","1.01M","1.23%"
"11/01/2015","180.30","179.19","180.60","178.09","317.30K","0.45%"
"10/29/2015","179.49","180.89","182.07","178.90","790.42K","0.08%"
"10/28/2015","179.34","178.75","179.93","178.38","301.23K","0.29%"
"10/27/2015","178.82","179.49","180.23","178.38","371.01K","-0.33%"
"10/26/2015","179.41","178.75","179.86","178.75","266.88K","0.29%"
"10/25/2015","178.90","178.38","180.23","177.79","226.95K","0.33%"
"10/21/2015","178.31","180.23","180.23","177.72","275.14K","-1.07%"
"10/20/2015","180.23","178.97","180.89","178.45","274.67K","0.83%"
"10/19/2015","178.75","178.75","179.49","176.90","272.63K","0.58%"
"10/18/2015","177.72","177.86","179.49","175.80","432.59K","-0.08%"
"10/15/2015","177.86","177.64","178.90","177.05","359.92K","0.12%"
"10/14/2015","177.64","178.01","178.75","177.20","463.36K","-0.21%"
"10/13/2015","178.01","179.05","180.60","177.79","815.53K","-0.98%"
"10/12/2015","179.78","179.49","180.97","178.75","404.91K","0.28%"
"10/11/2015","179.27","181.48","181.48","178.31","431.91K","-1.30%"
"10/08/2015","181.63","181.70","182.07","181.34","324.02K","0.00%"
"10/07/2015","181.63","183.18","183.18","180.97","559.72K","-0.24%"
"10/06/2015","182.07","182.74","183.77","181.56","750.98K","-0.52%"
"10/05/2015","183.03","182.96","183.33","181.41","578.88K","0.00%"
"10/04/2015","183.03","183.77","183.99","182.81","443.81K","-0.57%"
"10/01/2015","184.07","184.36","184.66","183.85","345.66K","-0.08%"
"09/30/2015","184.22","183.33","185.55","183.33","1.10M","-0.48%"
"09/29/2015","185.10","184.88","185.55","182.89","792.32K","0.08%"
"09/28/2015","184.95","185.03","186.14","184.66","573.65K","-0.28%"
"09/22/2015","185.47","185.47","185.91","185.10","306.27K","0.00%"
"09/21/2015","185.47","184.66","186.28","184.66","587.89K","0.32%"
"09/20/2015","184.88","186.43","186.43","184.66","517.20K","-0.32%"
"09/17/2015","185.47","186.80","186.80","185.25","459.13K","-0.43%"
"09/16/2015","186.28","185.03","186.58","185.03","419.68K","0.36%"
"09/15/2015","185.62","185.40","187.02","184.66","507.48K","0.52%"
"09/14/2015","184.66","183.92","184.88","183.40","661.87K","0.28%"
"09/13/2015","184.14","183.33","184.73","183.33","393.08K","0.20%"
"09/10/2015","183.77","184.59","184.66","183.48","730.93K","-0.44%"
"09/09/2015","184.59","184.51","184.73","183.55","1.19M","0.24%"
"09/08/2015","184.14","184.51","185.25","183.18","695.14K","0.40%"
"09/07/2015","183.40","185.40","185.77","182.96","760.28K","-0.84%"
"09/06/2015","184.95","187.47","187.47","184.73","613.27K","-1.11%"
"09/03/2015","187.02","187.61","187.91","186.14","686.39K","-0.47%"
"09/02/2015","187.91","187.54","188.35","186.14","868.23K","0.51%"
"09/01/2015","186.95","187.54","187.61","184.73","738.48K","0.08%"
"08/31/2015","186.80","184.14","187.02","183.26","1.55M","1.73%"
"08/30/2015","183.63","183.11","184.29","182.44","991.62K","0.33%"
"08/27/2015","183.03","182.30","183.63","181.48","1.62M","-0.04%"
"08/26/2015","183.11","181.19","183.33","181.11","1.13M","0.53%"
"08/25/2015","182.15","180.60","182.59","178.97","1.23M","0.49%"
"08/24/2015","181.26","182.30","182.30","180.97","974.76K","-0.32%"
"08/23/2015","181.85","182.59","183.18","179.86","705.37K","-0.41%"
"08/20/2015","182.59","179.41","183.92","179.34","1.69M","1.90%"
"08/19/2015","179.19","176.98","180.08","175.80","1.37M","1.55%"
"08/18/2015","176.46","173.80","176.90","173.21","950.01K","1.70%"
"08/17/2015","173.51","175.80","177.57","172.99","970.29K","-0.89%"
"08/16/2015","175.06","175.80","178.23","174.39","1.80M","-0.51%"
"08/12/2015","175.96","176.22","176.62","175.37","978.49K","0.15%"
"08/11/2015","175.70","175.96","176.94","175.30","810.47K","-0.33%"
"08/10/2015","176.29","176.03","176.94","175.96","928.52K","-0.22%"
"08/09/2015","176.68","175.63","177.08","175.11","821.60K","1.24%"
"08/06/2015","174.52","175.96","175.96","173.86","866.45K","-0.82%"
"08/05/2015","175.96","176.22","177.86","175.57","1.25M","-0.45%"
"08/04/2015","176.75","177.67","178.00","176.16","1.10M","-0.52%"
"08/03/2015","177.67","177.27","178.06","176.94","1.58M","0.37%"
"08/02/2015","177.01","177.93","179.24","176.42","881.52K","-1.14%"
"07/30/2015","179.05","180.10","180.42","175.96","1.48M","-0.58%"
"07/29/2015","180.10","181.08","181.21","178.45","1.41M","0.18%"
"07/28/2015","179.77","176.49","180.49","175.70","2.01M","1.82%"
"07/27/2015","176.55","174.65","176.62","173.40","1.49M","1.09%"
"07/26/2015","174.65","175.96","176.42","173.01","951.21K","-0.30%"
"07/23/2015","175.17","171.36","175.43","171.36","1.91M","2.03%"
"07/22/2015","171.69","168.74","172.35","168.74","1.15M","1.79%"
"07/21/2015","168.67","163.16","171.36","163.16","886.90K","-0.51%"
"07/14/2015","169.53","170.38","170.71","168.87","728.20K","-0.08%"
"07/13/2015","169.66","170.25","170.71","169.07","464.35K","-0.46%"
"07/12/2015","170.44","170.12","171.36","169.00","560.63K","0.31%"
"07/09/2015","169.92","170.97","171.04","169.39","626.39K","-0.42%"
"07/08/2015","170.64","170.05","172.61","169.85","855.04K","0.00%"
"07/07/2015","170.64","170.71","170.71","168.74","656.47K","0.65%"
"07/06/2015","169.53","170.71","171.04","168.08","1.04M","-0.38%"
"07/05/2015","170.18","171.82","172.28","169.85","435.91K","-0.42%"
"07/02/2015","170.90","172.68","172.94","170.71","594.87K","-0.73%"
