"Date","Price","Open","High","Low","Vol.","Change %"
"07/13/2017","232.94","233.76","235.54","232.38","510.16K","-0.38%"
"07/12/2017","233.84","234.00","234.41","233.51","271.19K","-0.07%"
"07/11/2017","234.00","233.68","234.81","232.78","425.07K","0.46%"
"07/10/2017","232.94","233.35","235.22","232.46","646.45K","-0.32%"
"07/09/2017","233.68","233.51","234.00","232.38","166.69K","0.42%"
"07/06/2017","232.70","233.51","234.00","232.38","560.32K","-0.21%"
"07/05/2017","233.19","234.08","235.54","232.78","443.76K","-0.28%"
"07/04/2017","233.84","235.63","235.63","233.51","212.09K","-0.49%"
"07/03/2017","234.98","233.92","236.28","233.19","381.71K","0.88%"
"07/02/2017","232.94","236.11","236.19","232.38","277.10K","-1.18%"
"06/29/2017","235.71","235.63","237.01","234.00","937.56K","0.00%"
"06/28/2017","235.71","236.44","236.44","234.81","347.03K","0.14%"
"06/22/2017","235.38","235.14","235.63","234.81","658.89K","0.31%"
"06/21/2017","234.65","233.68","234.89","233.43","421.33K","0.63%"
"06/20/2017","233.19","231.97","233.68","231.73","267.02K","0.63%"
"06/19/2017","231.73","231.56","231.97","231.40","308.74K","0.04%"
"06/18/2017","231.64","231.56","232.21","231.32","238.39K","0.03%"
"06/15/2017","231.56","231.16","231.81","230.83","321.76K","0.21%"
"06/14/2017","231.08","231.24","231.56","230.67","337.98K","-0.07%"
"06/13/2017","231.24","231.56","231.73","230.59","292.68K","-0.03%"
"06/12/2017","231.32","231.16","231.56","230.67","381.42K","-0.03%"
"06/11/2017","231.40","232.78","232.78","230.51","564.77K","-0.10%"
"06/08/2017","231.64","232.38","232.38","231.24","344.10K","-0.32%"
"06/07/2017","232.38","232.54","232.70","231.48","229.10K","-0.03%"
"06/06/2017","232.46","232.38","232.70","231.97","470.12K","-0.10%"
"06/05/2017","232.70","231.24","232.78","230.83","581.94K","0.42%"
"06/04/2017","231.73","234.00","234.00","230.02","220.36K","0.39%"
"06/01/2017","230.83","228.31","234.00","228.31","319.28K","0.74%"
"05/31/2017","229.13","227.99","229.45","227.91","365.00K","0.39%"
"05/30/2017","228.23","228.31","228.72","227.91","250.61K","0.00%"
"05/29/2017","228.23","227.83","228.56","227.74","421.59K","0.00%"
"05/28/2017","228.23","229.94","230.26","227.74","194.38K","-0.64%"
"05/25/2017","229.69","229.61","230.51","229.45","318.35K","0.00%"
"05/24/2017","229.69","230.67","230.75","229.13","171.13K","-0.07%"
"05/23/2017","229.86","230.18","230.34","229.53","291.64K","-0.14%"
"05/22/2017","230.18","229.94","230.51","229.61","175.36K","0.10%"
"05/21/2017","229.94","231.24","231.24","229.61","130.36K","-0.49%"
"05/18/2017","231.08","229.53","231.56","229.53","197.14K","0.53%"
"05/17/2017","229.86","229.53","230.67","229.29","193.23K","0.11%"
"05/16/2017","229.61","229.94","230.59","229.13","216.59K","-0.18%"
"05/15/2017","230.02","231.24","231.56","229.61","222.52K","-0.53%"
"05/14/2017","231.24","230.59","231.97","230.59","182.41K","0.14%"
"05/11/2017","230.91","230.83","231.24","230.43","186.35K","-0.07%"
"05/09/2017","231.08","231.16","231.56","230.59","213.20K","-0.03%"
"05/08/2017","231.16","230.83","231.73","230.83","187.91K","-0.25%"
"05/07/2017","231.73","232.38","233.35","231.48","153.94K","-0.17%"
"05/04/2017","232.13","233.43","234.33","230.91","151.00K","-0.83%"
"05/03/2017","234.08","233.19","234.41","232.38","282.52K","-0.11%"
"05/02/2017","234.33","231.56","234.57","230.99","678.60K","1.66%"
"04/30/2017","230.51","230.75","230.75","228.64","85.14K","-0.38%"
"04/27/2017","231.40","227.50","231.73","227.50","463.97K","1.61%"
"04/26/2017","227.74","227.26","228.72","226.69","418.76K","0.18%"
"04/25/2017","227.34","227.50","229.53","226.53","297.22K","0.15%"
"04/24/2017","227.01","227.18","228.07","226.04","271.46K","-0.32%"
"04/23/2017","227.74","228.31","228.31","226.77","316.09K","-0.04%"
"04/20/2017","227.83","228.15","228.23","226.85","306.66K","0.25%"
"04/19/2017","227.26","228.72","228.72","226.12","278.37K","-0.07%"
"04/18/2017","227.42","227.50","228.48","225.96","443.69K","-0.42%"
"04/17/2017","228.39","227.50","228.88","225.88","507.78K","0.25%"
"04/16/2017","227.83","229.29","229.94","227.50","317.68K","-0.85%"
"04/13/2017","229.78","231.73","232.21","229.29","358.54K","-0.94%"
"04/12/2017","231.97","233.19","233.27","231.64","179.12K","-0.28%"
"04/11/2017","232.62","230.83","233.35","230.83","175.97K","-0.24%"
"04/10/2017","233.19","232.62","233.92","231.08","277.44K","-0.07%"
"04/09/2017","233.35","232.70","233.59","231.81","344.52K","0.10%"
"04/06/2017","233.11","234.00","234.33","231.56","481.92K","0.42%"
"04/05/2017","232.13","235.63","235.63","229.53","929.84K","-1.62%"
"04/04/2017","235.95","235.63","237.66","234.98","1.03M","0.21%"
"04/03/2017","235.46","228.31","235.63","228.15","1.40M","3.39%"
"04/02/2017","227.74","225.88","228.15","225.31","844.14K","0.86%"
"03/30/2017","225.79","221.65","226.77","221.65","919.57K","1.79%"
"03/29/2017","221.81","221.00","222.22","221.00","578.47K","0.37%"
"03/28/2017","221.00","220.03","221.16","220.03","332.97K","0.29%"
"03/27/2017","220.35","221.00","221.49","219.94","285.07K","-0.19%"
"03/23/2017","220.76","220.19","221.00","219.38","315.46K","0.33%"
"03/22/2017","220.03","220.19","220.35","219.38","291.62K","-0.07%"
"03/21/2017","220.19","220.03","220.59","219.38","460.41K","0.04%"
"03/20/2017","220.11","221.00","221.00","219.38","240.99K","-0.29%"
"03/19/2017","220.76","220.19","221.16","219.86","142.28K","-0.04%"
"03/16/2017","220.84","222.79","222.79","218.97","563.33K","-0.69%"
"03/15/2017","222.38","222.63","222.63","221.98","273.56K","0.04%"
"03/14/2017","222.30","222.63","222.63","221.49","368.04K","0.26%"
"03/13/2017","221.73","221.16","222.63","220.27","401.03K","0.26%"
"03/12/2017","221.16","221.89","222.95","219.78","253.64K","-0.29%"
"03/09/2017","221.81","221.81","223.03","221.57","414.70K","0.00%"
"03/08/2017","221.81","220.19","222.79","219.70","507.95K","0.77%"
"03/07/2017","220.11","219.78","221.73","219.21","724.16K","0.08%"
"03/06/2017","219.94","219.46","220.11","218.56","812.72K","0.22%"
"03/05/2017","219.46","218.73","219.62","218.56","319.14K","0.00%"
"03/02/2017","219.46","218.64","220.19","218.64","381.57K","0.19%"
"03/01/2017","219.05","218.08","219.46","218.08","340.73K","0.52%"
"02/28/2017","217.91","218.64","218.97","217.75","314.51K","-0.26%"
"02/27/2017","218.48","218.97","218.97","217.75","285.35K","-0.30%"
"02/26/2017","219.13","218.56","219.38","218.56","598.54K","0.07%"
"02/23/2017","218.97","218.97","219.46","218.32","429.86K","-0.04%"
"02/22/2017","219.05","218.64","219.29","218.64","504.81K","0.19%"
"02/20/2017","218.64","218.32","218.97","218.32","332.41K","0.15%"
"02/19/2017","218.32","219.38","219.38","217.83","400.64K","-0.33%"
"02/16/2017","219.05","217.51","219.38","217.43","349.95K","0.60%"
"02/15/2017","217.75","219.29","219.29","216.37","357.90K","-0.22%"
"02/14/2017","218.24","218.40","219.38","217.10","384.44K","0.56%"
"02/13/2017","217.02","214.50","220.19","213.44","647.26K","1.21%"
"02/12/2017","214.42","213.28","214.58","213.28","315.82K","0.53%"
"02/09/2017","213.28","212.06","213.44","212.06","503.86K","0.61%"
"02/08/2017","211.98","211.33","212.79","211.33","384.68K","0.38%"
"02/07/2017","211.17","211.66","212.06","210.93","318.13K","-0.42%"
"02/06/2017","212.06","212.06","212.79","211.49","421.72K","-0.08%"
"02/05/2017","212.23","211.25","212.88","210.44","467.20K","0.46%"
"02/02/2017","211.25","212.71","212.71","210.76","420.45K","-0.31%"
"02/01/2017","211.90","214.50","214.50","209.95","359.95K","0.35%"
"01/31/2017","211.17","211.25","212.31","209.63","608.63K","0.62%"
"01/30/2017","209.87","211.66","212.06","209.38","1.06M","-0.58%"
"01/29/2017","211.09","211.90","213.69","210.76","852.76K","-0.49%"
"01/26/2017","212.14","212.88","213.69","211.66","764.06K","-0.04%"
"01/25/2017","212.23","212.88","214.42","210.84","840.61K","-0.38%"
"01/24/2017","213.04","211.41","214.74","211.41","1.04M","0.65%"
"01/23/2017","211.66","211.41","212.88","211.25","730.53K","-0.08%"
"01/22/2017","211.82","211.49","212.47","210.44","380.07K","-0.15%"
"01/19/2017","212.14","211.17","212.88","209.95","590.58K","0.73%"
"01/18/2017","210.60","211.49","211.58","209.95","919.11K","-0.19%"
"01/17/2017","211.01","209.71","212.88","209.71","677.33K","0.12%"
"01/16/2017","210.76","211.25","211.98","210.52","630.80K","-0.54%"
"01/15/2017","211.90","212.79","212.96","211.25","532.28K","0.04%"
"01/12/2017","211.82","212.06","214.50","211.25","395.36K","-0.65%"
"01/11/2017","213.20","210.44","213.77","208.98","490.03K","1.31%"
"01/10/2017","210.44","207.19","211.25","206.38","875.56K","2.05%"
"01/09/2017","206.21","205.73","207.19","205.56","733.61K","0.32%"
"01/08/2017","205.56","205.89","206.70","204.83","542.38K","0.00%"
"01/05/2017","205.56","205.56","206.38","204.83","484.84K","-0.28%"
"01/04/2017","206.13","203.86","206.62","203.13","632.62K","1.11%"
"01/03/2017","203.86","203.13","204.34","202.15","672.32K","0.60%"
"01/02/2017","202.64","201.91","203.13","201.58","518.37K","0.49%"
"01/01/2017","201.66","202.72","202.72","201.50","365.20K","-0.36%"
"12/29/2016","202.39","203.13","203.13","202.23","1.09M","-0.40%"
"12/28/2016","203.21","202.15","204.02","202.15","927.86K","0.32%"
"12/27/2016","202.56","202.88","202.96","201.50","914.93K","-0.20%"
"12/26/2016","202.96","203.61","203.61","202.39","742.01K","-0.08%"
"12/22/2016","203.13","201.34","203.86","201.18","888.37K","1.01%"
"12/21/2016","201.09","200.12","201.66","199.88","1.40M","0.57%"
"12/20/2016","199.96","199.96","200.69","199.71","1.36M","0.29%"
"12/19/2016","199.39","198.90","200.69","198.66","1.65M","0.33%"
"12/18/2016","198.74","199.47","199.88","198.58","497.52K","-0.37%"
"12/15/2016","199.47","201.26","201.26","199.23","600.19K","-0.61%"
"12/14/2016","200.69","199.88","201.34","199.47","815.29K","0.61%"
"12/12/2016","199.47","200.28","200.28","199.06","473.00K","-0.40%"
"12/11/2016","200.28","201.42","201.83","199.71","351.31K","-0.28%"
"12/08/2016","200.85","200.93","201.18","200.69","772.90K","0.08%"
"12/07/2016","200.69","200.69","201.01","200.53","841.02K","0.00%"
"12/06/2016","200.69","200.69","201.34","200.61","570.31K","-0.04%"
"12/05/2016","200.77","200.53","201.42","199.55","460.94K","0.41%"
"12/04/2016","199.96","199.88","200.36","199.23","311.36K","0.00%"
"12/01/2016","199.96","199.06","200.12","198.74","303.33K","0.49%"
"11/30/2016","198.98","200.20","200.20","198.66","544.41K","-0.17%"
"11/29/2016","199.31","198.98","200.04","198.90","403.30K","0.09%"
"11/28/2016","199.14","199.88","200.04","198.66","735.16K","-0.29%"
"11/27/2016","199.71","200.28","200.28","198.98","305.40K","-0.04%"
"11/24/2016","199.79","197.60","200.61","197.36","289.81K","1.19%"
"11/23/2016","197.44","198.33","198.33","197.03","676.34K","-0.41%"
"11/22/2016","198.25","201.01","201.01","198.17","694.87K","-0.41%"
"11/21/2016","199.06","199.88","200.04","198.09","1.01M","-0.49%"
"11/20/2016","200.04","200.36","200.69","199.88","636.15K","-0.16%"
"11/17/2016","200.36","201.50","201.58","199.88","720.27K","-0.45%"
"11/16/2016","201.26","201.99","202.07","201.01","739.58K","-0.16%"
"11/15/2016","201.58","200.61","203.94","199.23","1.66M","0.85%"
"11/13/2016","199.88","200.91","201.06","199.51","1.15M","-0.33%"
"11/10/2016","200.54","200.17","201.28","199.80","1.07M","0.03%"
"11/09/2016","200.47","200.32","201.43","199.80","1.23M","0.22%"
"11/08/2016","200.02","199.43","200.17","198.77","702.80K","0.30%"
"11/07/2016","199.43","198.99","199.43","198.18","854.17K","0.41%"
"11/06/2016","198.62","198.03","198.99","197.81","501.61K","0.52%"
"11/03/2016","197.59","198.32","198.69","197.22","413.67K","-0.11%"
"11/02/2016","197.81","197.95","198.32","197.36","285.78K","-0.15%"
"11/01/2016","198.10","198.69","198.69","197.44","330.48K","0.15%"
"10/31/2016","197.81","197.22","198.25","197.14","487.14K","0.38%"
"10/30/2016","197.07","198.10","198.62","196.70","411.19K","-0.75%"
"10/27/2016","198.55","199.06","199.06","198.18","470.51K","0.04%"
"10/26/2016","198.47","198.62","199.43","197.81","744.98K","-0.08%"
"10/25/2016","198.62","197.22","198.91","196.70","767.82K","0.86%"
"10/24/2016","196.92","196.63","197.07","196.11","366.05K","-0.04%"
"10/23/2016","196.99","197.22","197.22","196.11","368.35K","0.15%"
"10/20/2016","196.70","196.85","197.07","195.81","388.03K","-0.11%"
"10/19/2016","196.92","196.92","197.22","196.33","430.24K","0.15%"
"10/18/2016","196.63","196.48","197.44","196.33","394.67K","0.12%"
"10/17/2016","196.40","198.91","199.43","194.26","627.11K","-1.15%"
"10/16/2016","198.69","197.81","199.36","196.48","428.04K","0.41%"
"10/13/2016","197.88","198.69","198.69","197.59","250.58K","0.08%"
"10/10/2016","197.73","200.02","200.02","197.59","403.73K","-0.56%"
"10/09/2016","198.84","200.54","200.54","197.36","316.66K","-0.77%"
"10/06/2016","200.39","200.32","200.54","200.10","492.86K","0.11%"
"10/05/2016","200.17","199.65","200.24","199.58","388.76K","0.19%"
"10/04/2016","199.80","199.43","200.02","198.69","825.01K","0.26%"
"10/03/2016","199.28","197.73","199.73","197.73","697.73K","0.33%"
"10/02/2016","198.62","198.40","199.14","197.51","302.36K","0.11%"
"09/29/2016","198.40","197.73","198.55","197.73","518.01K","0.19%"
"09/28/2016","198.03","197.88","198.18","197.59","510.43K","0.08%"
"09/27/2016","197.88","198.32","198.62","197.36","300.17K","-0.30%"
"09/26/2016","198.47","198.10","198.69","196.55","325.77K","0.22%"
"09/25/2016","198.03","199.95","199.95","196.99","409.87K","-0.67%"
"09/24/2016","199.36","199.51","199.80","198.77","326.99K","-0.19%"
"09/22/2016","199.73","199.88","200.32","199.06","589.12K","0.04%"
"09/21/2016","199.65","199.43","200.54","198.32","1.45M","0.22%"
"09/20/2016","199.21","197.95","199.43","197.51","1.87M","0.97%"
"09/19/2016","197.29","195.30","198.55","195.30","945.52K","1.17%"
"09/18/2016","195.00","195.07","195.52","193.52","218.97K","0.00%"
"09/08/2016","195.00","194.34","195.74","193.52","687.94K","-0.08%"
"09/07/2016","195.15","194.70","195.52","194.70","528.22K","0.15%"
"09/06/2016","194.85","195.37","195.81","194.26","1.20M","-0.19%"
"09/05/2016","195.22","195.37","195.52","194.93","444.51K","0.34%"
"09/04/2016","194.56","195.74","195.74","194.26","264.02K","-0.45%"
"09/01/2016","195.44","194.26","195.89","192.86","368.03K","0.88%"
"08/31/2016","193.74","195.74","195.74","192.34","845.31K","-0.80%"
"08/30/2016","195.30","195.74","195.74","193.23","1.12M","-0.04%"
"08/29/2016","195.37","195.52","196.26","194.93","259.09K","-0.11%"
"08/28/2016","195.59","197.14","197.14","195.07","306.06K","-0.71%"
"08/24/2016","196.99","198.18","199.14","196.03","371.01K","-0.45%"
"08/23/2016","197.88","199.51","199.80","196.70","779.17K","-0.78%"
"08/22/2016","199.43","199.58","199.80","198.99","371.41K","-0.08%"
"08/21/2016","199.58","200.32","200.84","199.43","404.81K","-0.48%"
"08/18/2016","200.54","200.91","200.91","199.95","304.24K","-0.15%"
"08/17/2016","200.84","199.95","201.65","199.95","715.57K","0.37%"
"08/16/2016","200.10","200.17","200.47","199.88","248.88K","0.04%"
"08/14/2016","200.02","200.32","200.91","199.80","305.29K","-0.22%"
"08/11/2016","200.47","200.02","201.35","199.95","281.82K","0.15%"
"08/10/2016","200.17","200.69","201.50","199.88","443.58K","-0.29%"
"08/09/2016","200.76","200.54","200.98","200.32","701.59K","-0.04%"
"08/08/2016","200.84","200.98","201.13","200.54","363.79K","0.18%"
"08/07/2016","200.47","201.65","201.65","200.17","364.25K","-0.18%"
"08/04/2016","200.84","200.84","201.80","200.54","403.56K","-0.07%"
"08/03/2016","200.98","200.17","202.39","199.95","750.26K","0.74%"
"08/02/2016","199.51","197.29","200.02","197.29","665.32K","0.79%"
"08/01/2016","197.95","197.07","198.32","196.85","620.50K","0.33%"
"07/31/2016","197.29","197.95","198.47","196.48","409.00K","-0.11%"
"07/28/2016","197.51","195.96","198.69","195.96","902.37K","0.71%"
"07/27/2016","196.11","195.81","196.48","195.59","857.42K","0.27%"
"07/26/2016","195.59","195.30","195.96","194.78","547.31K","0.30%"
"07/25/2016","195.00","196.11","196.11","194.85","468.05K","-0.04%"
"07/24/2016","195.07","195.22","196.40","194.85","273.79K","-0.08%"
"07/21/2016","195.22","196.11","197.66","194.78","502.30K","-0.38%"
"07/20/2016","195.96","196.33","196.48","195.66","455.61K","-0.08%"
"07/19/2016","196.11","195.96","196.26","195.66","447.81K","0.19%"
"07/18/2016","195.74","197.07","197.07","195.37","553.05K","-0.56%"
"07/17/2016","196.85","197.81","197.81","196.55","207.48K","-0.19%"
"07/16/2016","197.22","196.18","197.66","196.18","340.50K","0.26%"
"07/14/2016","196.70","197.22","197.22","196.18","395.32K","-0.19%"
"07/13/2016","197.07","198.10","198.47","196.85","446.14K","-0.41%"
"07/12/2016","197.88","196.26","198.55","195.81","590.89K","1.02%"
"07/11/2016","195.89","195.15","196.11","195.15","692.89K","0.12%"
"07/10/2016","195.66","194.48","195.96","193.23","488.29K","-0.31%"
"06/30/2016","196.26","195.00","196.92","194.34","1.48M","1.07%"
"06/29/2016","194.19","194.85","194.85","193.82","847.73K","0.08%"
"06/28/2016","194.04","193.52","194.26","193.15","546.12K","0.69%"
"06/27/2016","192.71","193.52","193.74","192.41","371.12K","-0.27%"
"06/26/2016","193.23","191.09","193.89","190.94","430.03K","1.00%"
"06/23/2016","191.31","191.23","191.38","191.09","333.11K","0.16%"
"06/22/2016","191.01","191.31","191.31","190.57","502.34K","-0.04%"
"06/21/2016","191.09","191.31","191.45","190.94","305.10K","-0.11%"
"06/20/2016","191.31","191.68","191.68","191.16","734.47K","-0.15%"
"06/19/2016","191.60","191.09","191.90","191.01","139.31K","0.35%"
"06/16/2016","190.94","192.41","192.41","190.57","489.72K","-0.50%"
"06/15/2016","191.90","192.12","192.19","191.68","315.43K","-0.11%"
"06/14/2016","192.12","192.05","192.71","191.97","552.40K","-0.08%"
"06/13/2016","192.27","192.64","192.93","191.23","681.11K","-0.19%"
"06/12/2016","192.64","192.64","192.86","192.41","249.02K","-0.07%"
"06/09/2016","192.78","193.08","193.08","192.41","421.50K","-0.04%"
"06/08/2016","192.86","193.08","193.08","192.64","158.50K","0.00%"
"06/07/2016","192.86","192.78","193.15","192.34","203.08K","0.04%"
"06/06/2016","192.78","193.30","193.38","192.34","171.14K","-0.12%"
"06/05/2016","193.01","192.93","193.23","192.64","188.43K","0.04%"
"06/02/2016","192.93","192.64","193.23","192.34","473.96K","0.15%"
"06/01/2016","192.64","192.71","192.78","192.34","194.39K","0.19%"
"05/31/2016","192.27","192.71","192.93","191.90","581.64K","-0.23%"
"05/30/2016","192.71","192.05","192.78","191.97","294.94K","0.31%"
"05/29/2016","192.12","192.05","192.78","191.38","274.78K","0.31%"
"05/26/2016","191.53","191.97","191.97","191.23","184.33K","0.04%"
"05/25/2016","191.45","191.16","192.05","190.79","334.14K","0.15%"
"05/24/2016","191.16","191.82","192.12","191.01","230.78K","-0.23%"
"05/22/2016","191.60","192.05","192.19","190.42","357.47K","-0.16%"
"05/19/2016","191.90","192.78","193.08","191.31","351.98K","-0.34%"
"05/18/2016","192.56","193.45","193.45","192.19","343.20K","-0.11%"
"05/17/2016","192.78","192.19","193.01","192.05","408.96K","0.38%"
"05/16/2016","192.05","192.05","192.71","191.82","374.30K","-0.04%"
"05/15/2016","192.12","192.41","192.56","191.38","256.90K","-0.11%"
"05/12/2016","192.34","191.31","193.15","191.31","282.39K","-0.19%"
"05/11/2016","192.71","192.78","194.11","192.05","219.19K","-0.42%"
"05/10/2016","193.52","195.00","195.15","192.86","230.22K","-0.68%"
"05/09/2016","194.85","192.27","195.00","192.27","955.34K","0.95%"
"05/08/2016","193.01","191.53","195.66","191.53","348.53K","0.00%"
"05/05/2016","193.01","191.38","193.89","191.31","547.74K","0.89%"
"05/04/2016","191.31","190.57","191.75","189.39","524.71K","0.35%"
"05/03/2016","190.64","187.61","190.72","187.61","426.87K","1.45%"
"05/02/2016","187.91","186.88","188.35","186.88","329.89K","0.40%"
"04/28/2016","187.17","189.09","189.09","186.73","319.32K","-0.04%"
"04/27/2016","187.24","188.35","188.80","187.02","404.92K","-0.63%"
"04/26/2016","188.43","189.83","189.98","187.84","375.17K","-0.82%"
"04/25/2016","189.98","189.90","190.57","189.68","253.62K","-0.15%"
"04/24/2016","190.27","189.16","191.23","189.16","344.05K","0.39%"
"04/21/2016","189.53","189.09","192.49","188.57","489.52K","0.15%"
"04/20/2016","189.24","189.09","189.83","188.50","411.32K","0.08%"
"04/19/2016","189.09","189.39","189.83","187.98","323.34K","0.31%"
"04/18/2016","188.50","189.83","189.83","188.28","258.96K","-0.74%"
"04/17/2016","189.90","190.27","190.79","188.72","315.91K","-0.27%"
"04/13/2016","190.42","190.05","190.57","189.83","294.59K","0.31%"
"04/12/2016","189.83","188.43","190.27","188.43","273.41K","0.00%"
"04/11/2016","189.83","187.54","190.20","187.47","276.94K","0.94%"
"04/10/2016","188.06","189.90","191.16","187.32","428.73K","-1.24%"
"04/07/2016","190.42","190.05","190.79","189.98","212.08K","0.23%"
"04/06/2016","189.98","189.90","190.42","189.83","253.09K","0.20%"
"04/05/2016","189.61","189.98","190.94","188.65","214.39K","0.04%"
"04/04/2016","189.53","188.20","189.90","187.24","248.70K","1.10%"
"04/03/2016","187.47","186.14","188.35","185.25","261.29K","1.24%"
"03/31/2016","185.18","185.99","186.14","184.51","337.18K","0.20%"
"03/30/2016","184.81","184.51","185.69","183.70","333.92K","0.57%"
"03/29/2016","183.77","186.58","187.17","182.44","744.93K","-1.39%"
"03/28/2016","186.36","187.98","188.80","186.21","394.89K","-0.94%"
"03/27/2016","188.13","186.14","188.28","185.69","237.73K","0.99%"
"03/24/2016","186.28","187.84","187.84","185.25","441.77K","-0.28%"
"03/23/2016","186.80","188.28","188.87","185.91","572.59K","-0.43%"
"03/22/2016","187.61","192.64","192.64","186.51","1.26M","-2.05%"
"03/21/2016","191.53","193.60","193.97","190.79","582.89K","-1.10%"
"03/20/2016","193.67","193.52","194.26","193.08","329.80K","0.08%"
"03/16/2016","193.52","194.26","195.00","193.30","329.00K","-0.38%"
"03/15/2016","194.26","195.07","195.74","194.04","369.11K","-0.68%"
"03/14/2016","195.59","195.44","196.03","195.15","372.99K","0.04%"
"03/13/2016","195.52","195.66","195.74","195.00","185.52K","0.11%"
"03/10/2016","195.30","194.78","196.03","194.78","259.07K","0.23%"
"03/09/2016","194.85","194.04","195.30","194.04","231.78K","0.23%"
"03/08/2016","194.41","194.70","194.93","193.74","249.31K","0.15%"
"03/07/2016","194.11","194.85","194.85","193.67","167.37K","0.07%"
"03/06/2016","193.97","194.85","195.30","193.52","306.02K","-0.53%"
"03/03/2016","195.00","193.15","195.81","193.15","241.19K","1.73%"
"03/02/2016","191.68","193.52","196.77","188.50","799.33K","-0.73%"
"03/01/2016","193.08","195.66","196.85","192.71","597.98K","-0.80%"
"02/29/2016","194.63","195.89","197.22","194.04","472.05K","-0.75%"
"02/28/2016","196.11","195.44","197.22","195.44","404.94K","0.27%"
"02/25/2016","195.59","198.69","199.36","195.00","608.61K","-1.53%"
"02/24/2016","198.62","198.69","199.43","198.25","651.22K","-0.33%"
"02/23/2016","199.28","199.28","199.43","198.18","654.83K","0.41%"
"02/22/2016","198.47","199.80","199.80","197.95","460.69K","-0.19%"
"02/18/2016","198.84","198.47","199.14","197.95","421.86K","0.04%"
"02/17/2016","198.77","197.22","199.06","196.85","596.98K","0.53%"
"02/16/2016","197.73","199.43","199.43","197.22","568.12K","-0.74%"
"02/15/2016","199.21","197.44","202.02","197.22","990.99K","1.05%"
"02/14/2016","197.14","194.63","197.59","194.41","930.61K","1.33%"
"02/11/2016","194.56","194.41","194.70","193.60","402.64K","0.08%"
"02/10/2016","194.41","194.63","194.78","194.11","552.71K","-0.11%"
"02/09/2016","194.63","194.48","194.85","193.52","368.36K","0.04%"
"02/08/2016","194.56","194.85","195.52","194.26","372.31K","-0.07%"
"02/07/2016","194.70","194.26","195.00","193.74","479.60K","0.15%"
"02/04/2016","194.41","194.78","195.07","193.52","441.17K","-0.08%"
"02/03/2016","194.56","196.70","197.14","193.89","821.80K","-0.68%"
"02/02/2016","195.89","193.82","196.33","193.82","1.26M","1.38%"
"02/01/2016","193.23","190.20","193.74","190.20","966.02K","1.05%"
"01/31/2016","191.23","190.57","192.71","189.98","846.75K","1.85%"
"01/28/2016","187.76","188.72","189.76","187.02","692.87K","-0.62%"
"01/27/2016","188.94","190.05","190.49","188.57","417.02K","-0.51%"
"01/26/2016","189.90","189.46","190.57","188.72","468.41K","0.04%"
"01/25/2016","189.83","189.83","190.49","189.39","310.31K","-0.23%"
"01/24/2016","190.27","189.16","190.57","189.09","273.31K","0.27%"
"01/21/2016","189.76","189.61","190.35","189.09","520.73K","-0.12%"
"01/20/2016","189.98","189.98","190.94","189.16","840.23K","-0.15%"
"01/19/2016","190.27","190.57","190.57","188.87","259.75K","0.39%"
"01/18/2016","189.53","188.65","190.57","188.65","354.79K","-0.35%"
"01/17/2016","190.20","189.46","190.72","189.46","443.68K","0.31%"
"01/14/2016","189.61","191.16","191.16","189.24","496.27K","-0.46%"
"01/13/2016","190.49","190.27","191.23","190.20","363.52K","-0.04%"
"01/12/2016","190.57","190.57","190.86","190.20","271.76K","-0.04%"
"01/11/2016","190.64","190.57","191.53","190.20","415.25K","0.19%"
"01/10/2016","190.27","191.75","191.75","189.83","356.87K","-0.31%"
"01/07/2016","190.86","190.57","192.78","190.57","333.84K","-0.85%"
"01/06/2016","192.49","192.05","192.71","191.90","567.37K","0.58%"
"01/05/2016","191.38","189.39","192.19","189.31","783.29K","0.74%"
"01/04/2016","189.98","191.01","191.01","188.94","293.52K","0.75%"
"01/03/2016","188.57","187.61","190.57","187.32","347.88K","0.63%"
"12/31/2015","187.39","187.84","188.20","187.17","602.75K","0.04%"
"12/30/2015","187.32","187.61","187.61","187.17","391.44K","-0.08%"
"12/29/2015","187.47","187.24","187.69","187.17","833.31K","-0.04%"
"12/28/2015","187.54","187.61","187.91","187.39","455.19K","0.00%"
"12/27/2015","187.54","187.69","188.06","187.39","389.15K","0.00%"
"12/24/2015","187.54","187.61","188.35","186.95","318.61K","-0.04%"
"12/23/2015","187.61","187.91","188.35","187.32","351.49K","-0.16%"
"12/22/2015","187.91","188.57","188.57","187.69","581.65K","-0.47%"
"12/21/2015","188.80","190.49","190.57","188.06","774.57K","-0.51%"
"12/20/2015","189.76","189.31","190.57","188.94","602.23K","0.08%"
"12/17/2015","189.61","190.57","190.72","189.46","595.18K","-0.46%"
"12/15/2015","190.49","189.31","191.01","189.31","953.57K","0.07%"
"12/14/2015","190.35","187.76","191.09","187.69","881.30K","1.14%"
"12/13/2015","188.20","188.35","188.94","187.76","828.44K","-0.20%"
"12/10/2015","188.57","187.84","189.02","186.58","630.39K","0.39%"
"12/09/2015","187.84","188.35","188.65","187.10","741.56K","-0.27%"
"12/08/2015","188.35","190.57","191.31","187.61","1.00M","-0.66%"
"12/07/2015","189.61","191.31","192.34","189.16","714.39K","1.18%"
"12/06/2015","187.39","187.84","188.20","187.17","602.75K","-1.67%"
"12/03/2015","190.57","190.57","190.94","189.90","727.42K","-0.08%"
