"Date","Price","Open","High","Low","Vol.","Change %"
"11/21/2017","6,281.87","6,281.87","6,281.87","6,281.87","","-0.59%"
"11/20/2017","6,319.12","6,319.12","6,319.12","6,319.12","","0.19%"
"11/19/2017","6,306.95","6,306.95","6,306.95","6,306.95","","0.40%"
"11/16/2017","6,282.09","6,282.09","6,282.09","6,282.09","","0.74%"
"11/15/2017","6,235.71","6,235.71","6,235.71","6,235.71","","-0.26%"
"11/14/2017","6,252.14","6,252.14","6,252.14","6,252.14","","0.57%"
"11/13/2017","6,216.61","6,216.61","6,216.61","6,216.61","","-0.12%"
"11/12/2017","6,223.78","6,223.78","6,223.78","6,223.78","","0.49%"
"11/09/2017","6,193.56","6,193.56","6,193.56","6,193.56","","0.56%"
"11/08/2017","6,159.07","6,159.07","6,159.07","6,159.07","","0.48%"
"11/07/2017","6,129.69","6,129.69","6,129.69","6,129.69","","0.41%"
"11/06/2017","6,104.50","6,104.50","6,104.50","6,104.50","","0.52%"
"11/05/2017","6,072.99","6,072.99","6,072.99","6,072.99","","-0.43%"
"11/02/2017","6,099.02","6,099.02","6,099.02","6,099.02","","0.44%"
"11/01/2017","6,072.33","6,072.33","6,072.33","6,072.33","","0.88%"
"10/31/2017","6,019.59","6,019.59","6,019.59","6,019.59","","0.39%"
"10/30/2017","5,996.24","5,996.24","5,996.24","5,996.24","","0.01%"
"10/29/2017","5,995.41","5,995.41","5,995.41","5,995.41","","-0.38%"
"10/26/2017","6,018.25","6,018.25","6,018.25","6,018.25","","0.28%"
"10/25/2017","6,001.52","6,001.52","6,001.52","6,001.52","","0.56%"
"10/24/2017","5,968.02","5,968.02","5,968.02","5,968.02","","-0.23%"
"10/23/2017","5,981.95","5,981.95","5,981.95","5,981.95","","-0.98%"
"10/22/2017","6,041.20","6,041.20","6,041.20","6,041.20","","0.03%"
"10/19/2017","6,039.55","6,039.55","6,039.55","6,039.55","","0.24%"
"10/18/2017","6,025.27","6,025.27","6,025.27","6,025.27","","-0.11%"
"10/17/2017","6,031.74","6,031.74","6,031.74","6,031.74","","0.30%"
"10/16/2017","6,013.84","6,013.84","6,013.84","6,013.84","","0.08%"
"10/15/2017","6,008.94","6,008.94","6,008.94","6,008.94","","-0.91%"
"10/12/2017","6,064.40","6,064.40","6,064.40","6,064.40","","-0.72%"
"10/11/2017","6,108.57","6,108.57","6,108.57","6,108.57","","-0.54%"
"10/10/2017","6,141.81","6,141.81","6,141.81","6,141.81","","0.21%"
"10/09/2017","6,128.89","6,128.89","6,128.89","6,128.89","","-1.23%"
"10/08/2017","6,205.50","6,205.50","6,205.50","6,205.50","","0.05%"
"10/05/2017","6,202.31","6,202.31","6,202.31","6,202.31","","0.69%"
"10/04/2017","6,159.95","6,159.95","6,159.95","6,159.95","","0.44%"
"10/03/2017","6,133.22","6,133.22","6,133.22","6,133.22","","0.66%"
"10/02/2017","6,092.95","6,092.95","6,092.95","6,092.95","","0.00%"
"09/28/2017","6,092.84","6,092.84","6,092.84","6,092.84","","0.22%"
"09/27/2017","6,079.32","6,079.32","6,079.32","6,079.32","","-0.41%"
"09/26/2017","6,104.27","6,104.27","6,104.27","6,104.27","","-0.03%"
"09/25/2017","6,106.24","6,106.24","6,106.24","6,106.24","","-0.96%"
"09/24/2017","6,165.32","6,165.32","6,165.32","6,165.32","","-0.08%"
"09/21/2017","6,170.47","6,170.47","6,170.47","6,170.47","","-0.04%"
"09/20/2017","6,172.91","6,172.91","6,172.91","6,172.91","","-1.02%"
"09/19/2017","6,236.58","6,236.58","6,236.58","6,236.58","","0.01%"
"09/18/2017","6,235.94","6,235.94","6,235.94","6,235.94","","-0.07%"
"09/17/2017","6,240.57","6,240.57","6,240.57","6,240.57","","0.59%"
"09/14/2017","6,203.90","6,203.90","6,203.90","6,203.90","","0.31%"
"09/13/2017","6,184.57","6,184.57","6,184.57","6,184.57","","0.57%"
"09/12/2017","6,149.39","6,149.39","6,149.39","6,149.39","","-0.03%"
"09/11/2017","6,151.20","6,151.20","6,151.20","6,151.20","","-0.26%"
"09/10/2017","6,167.49","6,167.49","6,167.49","6,167.49","","0.86%"
"09/07/2017","6,114.98","6,114.98","6,114.98","6,114.98","","0.75%"
"09/06/2017","6,069.17","6,069.17","6,069.17","6,069.17","","-0.23%"
"09/05/2017","6,083.00","6,083.00","6,083.00","6,083.00","","0.74%"
"09/04/2017","6,038.37","6,038.37","6,038.37","6,038.37","","0.53%"
"08/31/2017","6,006.43","6,006.43","6,006.43","6,006.43","","0.54%"
"08/30/2017","5,973.94","5,973.94","5,973.94","5,973.94","","0.43%"
"08/29/2017","5,948.50","5,948.50","5,948.50","5,948.50","","0.02%"
"08/28/2017","5,947.24","5,947.24","5,947.24","5,947.24","","0.54%"
"08/27/2017","5,915.42","5,915.42","5,915.42","5,915.42","","0.51%"
"08/24/2017","5,885.42","5,885.42","5,885.42","5,885.42","","0.50%"
"08/23/2017","5,855.87","5,855.87","5,855.87","5,855.87","","-0.11%"
"08/22/2017","5,862.33","5,862.33","5,862.33","5,862.33","","0.31%"
"08/21/2017","5,844.10","5,844.10","5,844.10","5,844.10","","0.43%"
"08/20/2017","5,819.27","5,819.27","5,819.27","5,819.27","","-0.71%"
"08/17/2017","5,861.11","5,861.11","5,861.11","5,861.11","","-0.38%"
"08/16/2017","5,883.24","5,883.24","5,883.24","5,883.24","","-0.65%"
"08/13/2017","5,921.59","5,921.59","5,921.59","5,921.59","","0.34%"
"08/10/2017","5,901.80","5,901.80","5,901.80","5,901.80","","0.20%"
"08/09/2017","5,890.12","5,890.12","5,890.12","5,890.12","","-0.13%"
"08/08/2017","5,897.67","5,897.67","5,897.67","5,897.67","","-0.27%"
"08/07/2017","5,913.59","5,913.59","5,913.59","5,913.59","","0.10%"
"08/06/2017","5,907.62","5,907.62","5,907.62","5,907.62","","0.46%"
"08/03/2017","5,880.44","5,880.44","5,880.44","5,880.44","","-0.18%"
"08/02/2017","5,891.16","5,891.16","5,891.16","5,891.16","","0.25%"
"08/01/2017","5,876.26","5,876.26","5,876.26","5,876.26","","0.27%"
"07/31/2017","5,860.64","5,860.64","5,860.64","5,860.64","","1.01%"
"07/30/2017","5,802.04","5,802.04","5,802.04","5,802.04","","-0.22%"
"07/27/2017","5,815.07","5,815.07","5,815.07","5,815.07","","-0.16%"
"07/26/2017","5,824.42","5,824.42","5,824.42","5,824.42","","0.39%"
"07/25/2017","5,801.89","5,801.89","5,801.89","5,801.89","","0.07%"
"07/24/2017","5,798.11","5,798.11","5,798.11","5,798.11","","0.39%"
"07/23/2017","5,775.59","5,775.59","5,775.59","5,775.59","","-0.12%"
"07/20/2017","5,782.47","5,782.47","5,782.47","5,782.47","","0.12%"
"07/19/2017","5,775.59","5,775.59","5,775.59","5,775.59","","-0.75%"
"07/18/2017","5,819.26","5,819.26","5,819.26","5,819.26","","-0.09%"
"07/17/2017","5,824.42","5,824.42","5,824.42","5,824.42","","-0.35%"
"07/16/2017","5,844.72","5,844.72","5,844.72","5,844.72","","0.17%"
"07/13/2017","5,834.86","5,834.86","5,834.86","5,834.86","","0.76%"
"07/12/2017","5,790.78","5,790.78","5,790.78","5,790.78","","-0.69%"
"07/11/2017","5,830.77","5,830.77","5,830.77","5,830.77","","0.06%"
"07/10/2017","5,827.18","5,827.18","5,827.18","5,827.18","","0.92%"
"07/09/2017","5,774.29","5,774.29","5,774.29","5,774.29","","0.43%"
"07/06/2017","5,749.65","5,749.65","5,749.65","5,749.65","","-0.57%"
"07/05/2017","5,782.65","5,782.65","5,782.65","5,782.65","","0.38%"
"07/04/2017","5,760.50","5,760.50","5,760.50","5,760.50","","0.60%"
"07/03/2017","5,726.37","5,726.37","5,726.37","5,726.37","","1.27%"
"07/02/2017","5,654.62","5,654.62","5,654.62","5,654.62","","-0.03%"
"06/29/2017","5,656.04","5,656.04","5,656.04","5,656.04","","0.17%"
"06/28/2017","5,646.28","5,646.28","5,646.28","5,646.28","","0.84%"
"06/22/2017","5,599.07","5,599.07","5,599.07","5,599.07","","0.56%"
"06/21/2017","5,567.69","5,567.69","5,567.69","5,567.69","","0.73%"
"06/20/2017","5,527.22","5,527.22","5,527.22","5,527.22","","0.88%"
"06/19/2017","5,478.82","5,478.82","5,478.82","5,478.82","","0.31%"
"06/18/2017","5,461.63","5,461.63","5,461.63","5,461.63","","-0.12%"
"06/15/2017","5,468.32","5,468.32","5,468.32","5,468.32","","0.16%"
"06/14/2017","5,459.72","5,459.72","5,459.72","5,459.72","","0.09%"
"06/13/2017","5,454.78","5,454.78","5,454.78","5,454.78","","0.09%"
"06/12/2017","5,450.11","5,450.11","5,450.11","5,450.11","","-0.09%"
"06/11/2017","5,455.17","5,455.17","5,455.17","5,455.17","","-0.38%"
"06/08/2017","5,475.74","5,475.74","5,475.74","5,475.74","","-0.26%"
"06/07/2017","5,489.87","5,489.87","5,489.87","5,489.87","","-0.20%"
"06/06/2017","5,500.65","5,500.65","5,500.65","5,500.65","","0.33%"
"06/05/2017","5,482.52","5,482.52","5,482.52","5,482.52","","0.71%"
"06/04/2017","5,443.99","5,443.99","5,443.99","5,443.99","","0.10%"
"06/01/2017","5,438.70","5,438.70","5,438.70","5,438.70","","0.66%"
"05/31/2017","5,403.11","5,403.11","5,403.11","5,403.11","","0.56%"
"05/30/2017","5,373.25","5,373.25","5,373.25","5,373.25","","0.31%"
"05/29/2017","5,356.58","5,356.58","5,356.58","5,356.58","","-0.30%"
"05/28/2017","5,372.86","5,372.86","5,372.86","5,372.86","","-0.76%"
"05/25/2017","5,413.81","5,413.81","5,413.81","5,413.81","","0.02%"
"05/24/2017","5,412.68","5,412.68","5,412.68","5,412.68","","0.33%"
"05/23/2017","5,394.81","5,394.81","5,394.81","5,394.81","","0.18%"
"05/22/2017","5,385.35","5,385.35","5,385.35","5,385.35","","0.40%"
"05/21/2017","5,363.72","5,363.72","5,363.72","5,363.72","","-0.67%"
"05/18/2017","5,399.66","5,399.66","5,399.66","5,399.66","","-0.55%"
"05/17/2017","5,429.66","5,429.66","5,429.66","5,429.66","","-0.11%"
"05/16/2017","5,435.68","5,435.68","5,435.68","5,435.68","","0.14%"
"05/15/2017","5,428.05","5,428.05","5,428.05","5,428.05","","-0.59%"
"05/14/2017","5,460.07","5,460.07","5,460.07","5,460.07","","-0.66%"
"05/11/2017","5,496.20","5,496.20","5,496.20","5,496.20","","-0.27%"
"05/09/2017","5,511.05","5,511.05","5,511.05","5,511.05","","-0.33%"
"05/08/2017","5,529.50","5,529.50","5,529.50","5,529.50","","-0.07%"
"05/07/2017","5,533.44","5,533.44","5,533.44","5,533.44","","-0.13%"
"05/04/2017","5,540.71","5,540.71","5,540.71","5,540.71","","-0.08%"
"05/03/2017","5,545.10","5,545.10","5,545.10","5,545.10","","0.43%"
"05/02/2017","5,521.38","5,521.38","5,521.38","5,521.38","","0.84%"
"04/30/2017","5,475.55","5,475.55","5,475.55","5,475.55","","-1.06%"
"04/27/2017","5,534.42","5,534.42","5,534.42","5,534.42","","0.31%"
"04/26/2017","5,517.37","5,517.37","5,517.37","5,517.37","","0.88%"
"04/25/2017","5,469.46","5,469.46","5,469.46","5,469.46","","0.62%"
"04/24/2017","5,435.63","5,435.63","5,435.63","5,435.63","","-0.05%"
"04/23/2017","5,438.24","5,438.24","5,438.24","5,438.24","","-1.51%"
"04/20/2017","5,521.66","5,521.66","5,521.66","5,521.66","","-0.60%"
"04/19/2017","5,555.09","5,555.09","5,555.09","5,555.09","","-0.29%"
"04/18/2017","5,571.52","5,571.52","5,571.52","5,571.52","","-0.44%"
"04/17/2017","5,596.12","5,596.12","5,596.12","5,596.12","","0.06%"
"04/16/2017","5,592.83","5,592.83","5,592.83","5,592.83","","-0.94%"
"04/13/2017","5,645.86","5,645.86","5,645.86","5,645.86","","-0.01%"
"04/12/2017","5,646.37","5,646.37","5,646.37","5,646.37","","-0.65%"
"04/11/2017","5,683.46","5,683.46","5,683.46","5,683.46","","-0.11%"
"04/10/2017","5,689.67","5,689.67","5,689.67","5,689.67","","-0.20%"
"04/09/2017","5,700.79","5,700.79","5,700.79","5,700.79","","-0.62%"
"04/06/2017","5,736.40","5,736.40","5,736.40","5,736.40","","-0.36%"
"04/05/2017","5,756.92","5,756.92","5,756.92","5,756.92","","-0.35%"
"04/04/2017","5,777.11","5,777.11","5,777.11","5,777.11","","0.66%"
"04/03/2017","5,739.33","5,739.33","5,739.33","5,739.33","","0.84%"
"04/02/2017","5,691.37","5,691.37","5,691.37","5,691.37","","-0.49%"
"03/30/2017","5,719.61","5,719.61","5,719.61","5,719.61","","-0.24%"
"03/29/2017","5,733.24","5,733.24","5,733.24","5,733.24","","-0.07%"
"03/28/2017","5,737.41","5,737.41","5,737.41","5,737.41","","0.69%"
